Year,Sector,Total Renewable Energy
2023,Industrial,179.02
2023,Residential,61.663
2023,Transportation,0.0
2023,Commerical,24.349
2023,Electric Power,292.816
2023,Industrial,191.213
2023,Residential,65.716
2023,Transportation,0.0
2023,Commerical,24.24
2023,Electric Power,252.371
2023,Industrial,182.908
2023,Residential,63.839
2023,Transportation,0.0
2023,Commerical,24.945
2023,Electric Power,265.994
2023,Industrial,188.119
2023,Residential,66.23
2023,Transportation,0.0
2023,Commerical,24.82
2023,Electric Power,263.631
2023,Industrial,187.404
2023,Residential,65.805
2023,Transportation,0.0
2023,Commerical,23.055
2023,Electric Power,236.191
2023,Industrial,178.959
2023,Residential,61.331
2023,Transportation,0.0
2023,Commerical,22.713
2023,Electric Power,261.855
2023,Industrial,186.857
2023,Residential,61.337
2023,Transportation,0.0
2023,Commerical,21.339
2023,Electric Power,251.641
2023,Industrial,190.171
2023,Residential,56.487
2023,Transportation,0.0
2023,Commerical,21.739
2023,Electric Power,259.513
2023,Industrial,196.299
2023,Residential,56.268
2023,Transportation,0.0
